"iso2c","country","SH.DYN.MORT","year","iso3c","region","capital","longitude","latitude","income","lending"
"CG","Congo, Rep.",103.3,1995,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",99.6,1994,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",96.3,1993,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",93.6,1992,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",91.5,1991,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",90,1990,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CH","Switzerland",4.2,2017,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",4.3,2016,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",4.3,2015,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",4.4,2014,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",4.4,2013,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",4.4,2012,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",4.5,2011,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",4.6,2010,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",4.6,2009,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",4.7,2008,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",4.8,2007,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",4.9,2006,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",5.1,2005,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",5.2,2004,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",5.3,2003,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",5.4,2002,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",5.5,2001,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",5.6,2000,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",5.7,1999,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",5.8,1998,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",6,1997,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",6.1,1996,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",6.4,1995,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",6.7,1994,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",7.1,1993,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",7.5,1992,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",7.9,1991,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",8.2,1990,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CI","Cote d'Ivoire",94.9,2015,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",97.7,2014,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",88.8,2017,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",91.8,2016,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",103.5,2012,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",106.6,2011,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",109.8,2010,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",113.2,2009,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",117.1,2008,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",121.1,2007,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",125,2006,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",128.8,2005,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",132.7,2004,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",136.5,2003,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",140,2002,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",143.5,2001,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",100.6,2013,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",149.5,1999,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",151.8,1998,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",153.3,1997,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",154.2,1996,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",154.4,1995,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",154.1,1994,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",153.6,1993,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",153,1992,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",152.4,1991,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",151.9,1990,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",146.8,2000,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CL","Chile",19.1,1990,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",7.7,2016,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",7.9,2015,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",8.3,2013,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",8.4,2012,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",8.5,2011,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",8.1,2014,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",9,2009,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",9.1,2008,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",9.1,2007,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",8.8,2010,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",17.8,1991,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",7.4,2017,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",9.5,2003,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",9.8,2002,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",10.3,2001,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",10.9,2000,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",11.5,1999,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",11.9,1998,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",12.2,1997,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",12.5,1996,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",13.1,1995,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",14,1994,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",9.1,2006,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",9.2,2005,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",9.3,2004,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",15.1,1993,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CL","Chile",16.4,1992,"CHL","Latin America & Caribbean ","Santiago","-70.6475","-33.475","High income","IBRD"
"CM","Cameroon",90.1,2015,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",93.8,2014,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",84,2017,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",86.8,2016,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",101.5,2012,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",105.8,2011,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",110.4,2010,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",115.4,2009,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",119.7,2008,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",124.2,2007,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",128.2,2006,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",132.2,2005,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",136,2004,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",139.8,2003,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",143.6,2002,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",147.2,2001,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",97.4,2013,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",152.4,1999,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",153.5,1998,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",153.4,1997,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",152.3,1996,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",150.5,1995,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",148.1,1994,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",145.4,1993,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",142.7,1992,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",140.3,1991,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",138.6,1990,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CM","Cameroon",150.3,2000,"CMR","Sub-Saharan Africa ","Yaounde","11.5174","3.8721","Lower middle income","Blend"
"CN","China",9.3,2017,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",10,2016,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",12.5,2013,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",13.5,2012,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",10.8,2015,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",11.6,2014,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",17,2009,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",18.5,2008,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",14.6,2011,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",15.8,2010,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",20,2007,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",21.9,2006,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",24,2005,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",26.3,2004,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",28.9,2003,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",31.5,2002,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",34.2,2001,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",36.8,2000,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",39.2,1999,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",41.4,1998,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",43.5,1997,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",45.5,1996,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",47.4,1995,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",49.3,1994,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",50.9,1993,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",52.3,1992,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",53.2,1991,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CN","China",53.8,1990,"CHN","East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"CO","Colombia",23.6,2002,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",24.3,2001,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",25,2000,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",25.8,1999,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",26.7,1998,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",27.7,1997,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",28.7,1996,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",29.7,1995,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",20.4,2007,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",21,2006,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",21.6,2005,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",22.3,2004,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",22.9,2003,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",14.7,2017,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",15.2,2016,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",15.7,2015,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",16.2,2014,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",16.8,2013,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",17.4,2012,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",18,2011,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",18.5,2010,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",19.1,2009,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",19.8,2008,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",31.9,1993,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",33,1992,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",34.1,1991,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",35.1,1990,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CO","Colombia",30.8,1994,"COL","Latin America & Caribbean ","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"CR","Costa Rica",9,2017,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",9.2,2016,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",9.4,2015,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",9.5,2014,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",14.5,1998,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",14.8,1997,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",14.8,1996,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",14.7,1995,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",14.9,1994,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",15.3,1993,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",15.7,1992,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",16.2,1991,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",16.8,1990,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",10.8,2004,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",11.2,2003,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",11.7,2002,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",12.2,2001,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",9.7,2013,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",9.8,2012,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",9.9,2011,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",10,2010,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",10.2,2009,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",10.4,2008,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",10.4,2007,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",10.4,2006,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",10.5,2005,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",12.9,2000,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CR","Costa Rica",13.8,1999,"CRI","Latin America & Caribbean ","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"CU","Cuba",13.2,1990,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",7.8,2001,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",8.1,2000,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",8.5,1999,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",9.1,1998,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",9.8,1997,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",10.4,1996,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",10.7,1995,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",10.9,1994,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",11.2,1993,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",11.7,1992,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",12.4,1991,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",5.4,2017,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",5.5,2016,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",5.6,2015,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",5.7,2014,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",5.7,2013,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",5.8,2012,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",5.9,2011,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",6,2010,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",6.2,2009,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",6.4,2008,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",6.6,2007,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",6.9,2006,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",7.2,2005,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",7.5,2004,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",7.7,2003,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"CU","Cuba",7.7,2002,"CUB","Latin America & Caribbean ","Havana","-82.3667","23.1333","Upper middle income","Not classified"
