"iso2c","country","SE.SEC.NENR.FE","year","iso3c","region","capital","longitude","latitude","income","lending"
"BN","Brunei Darussalam",84.294548034668,2016,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",91.8580322265625,2013,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",93.2844009399414,2012,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",85.717887878418,2015,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",87.4323806762695,2014,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",89.8896331787109,2009,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",88.4229736328125,2008,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",90.9499588012695,2011,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",90.6779327392578,2010,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",88.6214981079102,2007,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",89.8919982910156,2006,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",87.9801483154297,2005,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",,2004,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",,2003,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",,2002,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",,2001,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",,2000,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",,1999,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",,1998,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",,1997,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",,1996,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",,1995,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",69.5616912841797,1994,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",67.5290985107422,1993,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",68.1327972412109,1992,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",71.6617584228516,1991,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",,1990,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BO","Bolivia",66.6720123291016,2002,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",61.9670181274414,2001,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",58.8556098937988,2000,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",,1999,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",,1998,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",,1997,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",,1996,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",,1995,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",,1994,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",,1993,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",,1992,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",,1991,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",,2017,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",78.1052703857422,2016,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",77.7890930175781,2015,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",76.9928207397461,2014,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",76.2438430786133,2013,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",74.5774993896484,2012,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",73.178581237793,2011,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",73.3959503173828,2010,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",73.3750381469727,2009,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",72.3636169433594,2008,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",72.9074172973633,2007,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",72.9936294555664,2006,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",73.1092987060547,2005,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",71.9786224365234,2004,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",69.503776550293,2003,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",,1990,"BOL","Latin America & Caribbean ","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BR","Brazil",,2002,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,2001,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,2000,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,2003,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,1998,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,1997,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,1996,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,1999,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,1994,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,1993,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,1992,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,1995,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,2017,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,2016,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",83.0870132446289,2015,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",85.3519668579102,2014,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",84.5736389160156,2013,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",81.4958267211914,2012,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",81.3671493530273,2011,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,2010,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",82.7320327758789,2009,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,2008,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",77.4828567504883,2007,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,2006,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,2005,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,2004,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,1990,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",,1991,"BRA","Latin America & Caribbean ","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BS","Bahamas, The",,2003,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",,2002,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",,2001,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",70.447883605957,1999,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",,1998,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",,1997,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",,2000,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",,1995,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",,1994,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",90.4920425415039,1993,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",,1996,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",80.1212310791016,2004,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",,2017,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",85.6225280761719,2016,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",,2015,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",,2014,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",,2013,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",,2012,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",,2011,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",85.685546875,2010,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",85.9081726074219,2009,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",87.8097305297852,2008,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",89.3354187011719,2007,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",85.5381698608398,2006,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",83.1852493286133,2005,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",,1991,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",,1990,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",90.4337463378906,1992,"BHS","Latin America & Caribbean ","Nassau","-77.339","25.0661","High income","Not classified"
"BT","Bhutan",,2003,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",64.9486389160156,2014,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",61.563591003418,2013,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",58.5341911315918,2012,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",54.9255218505859,2011,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",52.5388793945313,2010,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",47.5023384094238,2009,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",44.1558418273926,2008,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",,2007,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",37.0657615661621,2006,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",33.9371795654297,2005,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",,2004,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",,2017,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",68.3123016357422,2016,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",66.9081192016602,2015,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",23.5151195526123,2001,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",21.3206405639648,2000,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",19.0538597106934,1999,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",17.321590423584,1998,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",,1997,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",,1996,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",,1995,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",,1994,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",,1993,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",,1992,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",,1991,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",,1990,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",,2002,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BW","Botswana",,2015,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",,2014,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",,2013,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",,2012,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",,2011,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",,2010,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",,2009,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",,2008,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",,2007,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",,2006,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",,2005,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",,2004,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",,2016,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",,2017,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",59.4482002258301,2002,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",,2001,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",59.6200981140137,2000,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",57.1289482116699,1999,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",61.4878082275391,1998,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",,1997,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",,1996,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",43.8894805908203,1995,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",43.0469589233398,1994,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",44.5752296447754,1993,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",41.5891914367676,1992,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",42.1720008850098,1991,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",61.3996810913086,2003,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BW","Botswana",33.6781311035156,1990,"BWA","Sub-Saharan Africa ","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"BY","Belarus",,1990,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,2016,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",98.5794677734375,2015,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",97.3099822998047,2013,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",95.9077072143555,2012,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",94.8560485839844,2011,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",97.7093887329102,2014,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,1995,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,1994,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,1993,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,1992,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,1991,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,2017,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,2003,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,2002,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,2001,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,2000,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,1999,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,1998,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",94.4842681884766,2010,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,2009,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,2008,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,2007,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,2006,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,2005,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,2004,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,1997,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BY","Belarus",,1996,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"BZ","Belize",,2002,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",61.8953094482422,2001,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",60.1534805297852,2000,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",69.3468475341797,2003,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",67.6395874023438,2011,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",66.2776184082031,2010,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",66.3052215576172,2009,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",66.0604629516602,2008,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",66.4675064086914,2007,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",66.9631423950195,2006,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",66.3564300537109,2005,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",,2004,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",,2017,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",73.7185211181641,2016,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",71.0710906982422,2015,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",71.3256912231445,2014,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",71.0969467163086,2013,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",68.8439483642578,2012,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",57.1718902587891,1999,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",,1998,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",,1997,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",,1996,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",,1995,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",,1994,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",,1993,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",,1992,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",,1991,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"BZ","Belize",,1990,"BLZ","Latin America & Caribbean ","Belmopan","-88.7713","17.2534","Upper middle income","IBRD"
"CA","Canada",,2003,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,2002,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
