"region","year","indicator","disaggregation","disagg.value","component","rec","unit","year_range","value.unweighted","value","value.sum","total.pop","n","regional","N"
"Southern Asia","2015","adult_blood_pressure","gender","Male","H",,,"",0.268444129666667,"0.267287184322548",2.415997167,1823308.471,"9",0,
"Middle Africa","1999","adult_blood_pressure","gender","Male","H",,,"",0.311994620555556,"0.304539923683366",2.807951585,93521.619,"9",0,
"Middle Africa","1999","adult_blood_pressure","gender","Female","H",,,"",0.292316606666667,"0.288379480529545",2.63084946,93521.619,"9",0,
"Middle Africa","2000","adult_blood_pressure","gender","Male","H",,,"",0.310423289555556,"0.303547114697401",2.793809606,96098.868,"9",0,
"Middle Africa","2000","adult_blood_pressure","gender","Female","H",,,"",0.291458915222222,"0.288331954140626",2.623130237,96098.868,"9",0,
"Middle Africa","2001","adult_blood_pressure","gender","Female","H",,,"",0.290526812888889,"0.288214394849001",2.614741316,98904.195,"9",0,
"Middle Africa","2001","adult_blood_pressure","gender","Male","H",,,"",0.308849931333333,"0.302583455703421",2.779649382,98904.195,"9",0,
"Middle Africa","2002","adult_blood_pressure","gender","Female","H",,,"",0.289518304666667,"0.288033033515226",2.605664742,101915.477,"9",0,
"Middle Africa","2002","adult_blood_pressure","gender","Male","H",,,"",0.307226845777778,"0.301610945890797",2.765041612,101915.477,"9",0,
"Middle Africa","2003","adult_blood_pressure","gender","Male","H",,,"",0.305617960333333,"0.300654029799739",2.750561643,105115.738,"9",0,
"Middle Africa","2003","adult_blood_pressure","gender","Female","H",,,"",0.288472245666667,"0.287787863298658",2.596250211,105115.738,"9",0,
"Middle Africa","2004","adult_blood_pressure","gender","Male","H",,,"",0.304128415666667,"0.299826021189855",2.737155741,108470.523,"9",0,
"Middle Africa","2004","adult_blood_pressure","gender","Female","H",,,"",0.287438439333333,"0.287523014062905",2.586945954,108470.523,"9",0,
"Middle Africa","2005","adult_blood_pressure","gender","Male","H",,,"",0.302638293888889,"0.298994708277423",2.723744645,111954.048,"9",0,
"Middle Africa","2005","adult_blood_pressure","gender","Female","H",,,"",0.286390697777778,"0.287206639090534",2.57751628,111954.048,"9",0,
"Middle Africa","2006","adult_blood_pressure","gender","Male","H",,,"",0.301175502777778,"0.29817983078017",2.710579525,115567.081,"9",0,
"Middle Africa","2006","adult_blood_pressure","gender","Female","H",,,"",0.285350358444444,"0.286852736122557",2.568153226,115567.081,"9",0,
"Middle Africa","2007","adult_blood_pressure","gender","Male","H",,,"",0.299768380333333,"0.297391519387061",2.697915423,119320.013,"9",0,
"Middle Africa","2007","adult_blood_pressure","gender","Female","H",,,"",0.284297635666667,"0.286429776598527",2.558678721,119320.013,"9",0,
"Middle Africa","2008","adult_blood_pressure","gender","Female","H",,,"",0.283183722333333,"0.285909395998483",2.548653501,123206.46,"9",0,
"Middle Africa","2008","adult_blood_pressure","gender","Male","H",,,"",0.298319268444444,"0.296555147624147",2.684873416,123206.46,"9",0,
"Middle Africa","2009","adult_blood_pressure","gender","Female","H",,,"",0.281988980444444,"0.285273522844684",2.537900824,127218.929,"9",0,
"Middle Africa","2009","adult_blood_pressure","gender","Male","H",,,"",0.296757717888889,"0.295575440620229",2.670819461,127218.929,"9",0,
"Middle Africa","2010","adult_blood_pressure","gender","Male","H",,,"",0.29510026,"0.294484231347281",2.65590234,131351.399,"9",0,
"Middle Africa","2010","adult_blood_pressure","gender","Female","H",,,"",0.280728573888889,"0.284558519645865",2.526557165,131351.399,"9",0,
"Middle Africa","2011","adult_blood_pressure","gender","Female","H",,,"",0.279413857777778,"0.283769370763977",2.51472472,135600.334,"9",0,
"Middle Africa","2011","adult_blood_pressure","gender","Male","H",,,"",0.293425873222222,"0.293350461860853",2.640832859,135600.334,"9",0,
"Middle Africa","2012","adult_blood_pressure","gender","Male","H",,,"",0.291800360444444,"0.292252060742303",2.626203244,139964.428,"9",0,
"Middle Africa","2012","adult_blood_pressure","gender","Female","H",,,"",0.278110076444444,"0.282967251985526",2.502990688,139964.428,"9",0,
"Middle Africa","2013","adult_blood_pressure","gender","Female","H",,,"",0.276747673444444,"0.282089148574173",2.490729061,144442.785,"9",0,
"Middle Africa","2013","adult_blood_pressure","gender","Male","H",,,"",0.290157116777778,"0.291121546399134",2.611414051,144442.785,"9",0,
"Middle Africa","2014","adult_blood_pressure","gender","Female","H",,,"",0.275339607333333,"0.281148655515885",2.478056466,149035.564,"9",0,
"Middle Africa","2014","adult_blood_pressure","gender","Male","H",,,"",0.288493738,"0.289958077466574",2.596443642,149035.564,"9",0,
"Middle Africa","2015","adult_blood_pressure","gender","Female","H",,,"",0.273903116777778,"0.280144613790039",2.465128051,153742.724,"9",0,
"Middle Africa","2015","adult_blood_pressure","gender","Male","H",,,"",0.286826921444444,"0.288774920053723",2.581442293,153742.724,"9",0,
"Southern Europe","1999","adult_blood_pressure","gender","Female","H",,,"",0.267447143769231,"0.250778853586626",3.476812869,145118.567,"13",0,
"Southern Europe","1999","adult_blood_pressure","gender","Male","H",,,"",0.343880688461538,"0.333758149848521",4.47044895,145118.567,"13",0,
"Southern Europe","2000","adult_blood_pressure","gender","Male","H",,,"",0.341704457615385,"0.330537844214531",4.442157949,145597.967,"13",0,
"Southern Europe","2000","adult_blood_pressure","gender","Female","H",,,"",0.263640546538462,"0.246418746383515",3.427327105,145597.967,"13",0,
"Southern Europe","2001","adult_blood_pressure","gender","Male","H",,,"",0.339514860769231,"0.327251877207152",4.41369319,146308.232,"13",0,
"Southern Europe","2001","adult_blood_pressure","gender","Female","H",,,"",0.259805097846154,"0.241963389668174",3.377466272,146308.232,"13",0,
"Southern Europe","2002","adult_blood_pressure","gender","Male","H",,,"",0.337263126307692,"0.323821995729605",4.384420642,147213.036,"13",0,
"Southern Europe","2002","adult_blood_pressure","gender","Female","H",,,"",0.255957136923077,"0.237432886952488",3.32744278,147213.036,"13",0,
"Southern Europe","2003","adult_blood_pressure","gender","Male","H",,,"",0.334924526307692,"0.320230745455199",4.354018842,148246.071,"13",0,
"Southern Europe","2003","adult_blood_pressure","gender","Female","H",,,"",0.252101583769231,"0.232827727118353",3.277320589,148246.071,"13",0,
"Southern Europe","2004","adult_blood_pressure","gender","Female","H",,,"",0.248210465923077,"0.228088782382903",3.226736057,149311.286,"13",0,
"Southern Europe","2004","adult_blood_pressure","gender","Male","H",,,"",0.332378791461538,"0.316273948934588",4.320924289,149311.286,"13",0,
"Southern Europe","2005","adult_blood_pressure","gender","Male","H",,,"",0.329659637384615,"0.312017225719165",4.285575286,150330.389,"13",0,
"Southern Europe","2005","adult_blood_pressure","gender","Female","H",,,"",0.244342511923077,"0.223267012345092",3.176452655,150330.389,"13",0,
"Southern Europe","2006","adult_blood_pressure","gender","Female","H",,,"",0.240506328230769,"0.218351593584168",3.126582267,151296.231,"13",0,
"Southern Europe","2006","adult_blood_pressure","gender","Male","H",,,"",0.326818688076923,"0.307430100003521",4.248642945,151296.231,"13",0,
"Southern Europe","2007","adult_blood_pressure","gender","Male","H",,,"",0.323968407923077,"0.302691778912233",4.211589303,152205.261,"13",0,
"Southern Europe","2007","adult_blood_pressure","gender","Female","H",,,"",0.236760828692308,"0.213472596954337",3.077890773,152205.261,"13",0,
"Southern Europe","2008","adult_blood_pressure","gender","Male","H",,,"",0.321093550846154,"0.297795713607701",4.174216161,152988.277,"13",0,
"Southern Europe","2008","adult_blood_pressure","gender","Female","H",,,"",0.233103604307692,"0.208638985293393",3.030346856,152988.277,"13",0,
"Southern Europe","2009","adult_blood_pressure","gender","Male","H",,,"",0.318122211923077,"0.292748406139849",4.135588755,153563.281,"13",0,
"Southern Europe","2009","adult_blood_pressure","gender","Female","H",,,"",0.229499403615385,"0.203874708225505",2.983492247,153563.281,"13",0,
"Southern Europe","2010","adult_blood_pressure","gender","Male","H",,,"",0.315087869615385,"0.287670152641479",4.096142305,153877.992,"13",0,
"Southern Europe","2010","adult_blood_pressure","gender","Female","H",,,"",0.225957829307692,"0.199234040669346",2.937451781,153877.992,"13",0,
"Southern Europe","2011","adult_blood_pressure","gender","Male","H",,,"",0.311983634923077,"0.282559595860295",4.055787254,153893.246,"13",0,
"Southern Europe","2011","adult_blood_pressure","gender","Female","H",,,"",0.222483477384615,"0.194709513822338",2.892285206,153893.246,"13",0,
"Southern Europe","2012","adult_blood_pressure","gender","Male","H",,,"",0.308978579692308,"0.277503026134549",4.016721536,153637.097,"13",0,
"Southern Europe","2012","adult_blood_pressure","gender","Female","H",,,"",0.219112500923077,"0.190290093523173",2.848462512,153637.097,"13",0,
"Southern Europe","2013","adult_blood_pressure","gender","Female","H",,,"",0.215812805230769,"0.185992487026344",2.805566468,153209.511,"13",0,
"Southern Europe","2013","adult_blood_pressure","gender","Male","H",,,"",0.306009520846154,"0.272525376661445",3.978123771,153209.511,"13",0,
"Southern Europe","2014","adult_blood_pressure","gender","Female","H",,,"",0.212578200692308,"0.181801378777753",2.763516609,152753.218,"13",0,
"Southern Europe","2014","adult_blood_pressure","gender","Male","H",,,"",0.303086562307692,"0.267638619372944",3.94012531,152753.218,"13",0,
"Southern Europe","2015","adult_blood_pressure","gender","Female","H",,,"",0.209420804230769,"0.177703252518845",2.722470455,152372.662,"13",0,
"Southern Europe","2015","adult_blood_pressure","gender","Male","H",,,"",0.300211449769231,"0.262820891362655",3.902748847,152372.662,"13",0,
"Western Asia","1999","adult_blood_pressure","gender","Female","H",,,"",0.272769433444444,"0.284251976570608",4.909849802,181284.968,"18",0,
"Western Asia","1999","adult_blood_pressure","gender","Male","H",,,"",0.287251139666667,"0.275550013709655",5.170520514,181284.968,"18",0,
"Western Asia","2000","adult_blood_pressure","gender","Male","H",,,"",0.284662602333333,"0.273813409387817",5.123926842,185018.877,"18",0,
"Western Asia","2000","adult_blood_pressure","gender","Female","H",,,"",0.268639718,"0.280966751607063",4.835514924,185018.877,"18",0,
"Western Asia","2001","adult_blood_pressure","gender","Male","H",,,"",0.282106221333333,"0.27202749149432",5.077911984,188820.357,"18",0,
"Western Asia","2001","adult_blood_pressure","gender","Female","H",,,"",0.264487024333333,"0.277561770246792",4.760766438,188820.357,"18",0,
"Western Asia","2002","adult_blood_pressure","gender","Female","H",,,"",0.260324301055556,"0.273988027709058",4.685837419,192703.315,"18",0,
"Western Asia","2002","adult_blood_pressure","gender","Male","H",,,"",0.279562385944444,"0.270089504323978",5.032122947,192703.315,"18",0,
"Western Asia","2003","adult_blood_pressure","gender","Male","H",,,"",0.277031770888889,"0.268057545012462",4.986571876,196751.174,"18",0,
"Western Asia","2003","adult_blood_pressure","gender","Female","H",,,"",0.256155832111111,"0.270256726770262",4.610804978,196751.174,"18",0,
"Western Asia","2004","adult_blood_pressure","gender","Male","H",,,"",0.274517620388889,"0.26597796278656",4.941317167,201071.347,"18",0,
"Western Asia","2004","adult_blood_pressure","gender","Female","H",,,"",0.251985096611111,"0.266401199796428",4.535731739,201071.347,"18",0,
"Western Asia","2005","adult_blood_pressure","gender","Female","H",,,"",0.247811221888889,"0.26236347782982",4.460601994,205730.682,"18",0,
"Western Asia","2005","adult_blood_pressure","gender","Male","H",,,"",0.271998371,"0.26377010700203",4.895970678,205730.682,"18",0,
"Western Asia","2006","adult_blood_pressure","gender","Female","H",,,"",0.243595681388889,"0.258152792600464",4.384722265,210765.462,"18",0,
"Western Asia","2006","adult_blood_pressure","gender","Male","H",,,"",0.269374325111111,"0.261446180343901",4.848737852,210765.462,"18",0,
"Western Asia","2007","adult_blood_pressure","gender","Female","H",,,"",0.239420582111111,"0.253877653623865",4.309570478,216126.272,"18",0,
"Western Asia","2007","adult_blood_pressure","gender","Male","H",,,"",0.266745321388889,"0.259080867772593",4.801415785,216126.272,"18",0,
"Western Asia","2008","adult_blood_pressure","gender","Female","H",,,"",0.235296931888889,"0.24956213099391",4.235344774,221686.411,"18",0,
"Western Asia","2008","adult_blood_pressure","gender","Male","H",,,"",0.264096228333333,"0.256629719860922",4.75373211,221686.411,"18",0,
"Western Asia","2009","adult_blood_pressure","gender","Female","H",,,"",0.231215720388889,"0.24526199258953",4.161882967,227268.148,"18",0,
"Western Asia","2009","adult_blood_pressure","gender","Male","H",,,"",0.261383319833333,"0.254116541000565",4.704899757,227268.148,"18",0,
"Western Asia","2010","adult_blood_pressure","gender","Female","H",,,"",0.227194573833333,"0.241011095868357",4.089502329,232738.024,"18",0,
"Western Asia","2010","adult_blood_pressure","gender","Male","H",,,"",0.258654335555556,"0.251582263530257",4.65577804,232738.024,"18",0,
"Western Asia","2011","adult_blood_pressure","gender","Female","H",,,"",0.223200913722222,"0.236787460198942",4.017616447,238050.855,"18",0,
"Western Asia","2011","adult_blood_pressure","gender","Male","H",,,"",0.255828881666667,"0.249009740139866",4.60491987,238050.855,"18",0,
"Western Asia","2012","adult_blood_pressure","gender","Female","H",,,"",0.219328177777778,"0.232596351473003",3.9479072,243226.565,"18",0,
"Western Asia","2012","adult_blood_pressure","gender","Male","H",,,"",0.25314215,"0.246421145974002",4.5565587,243226.565,"18",0,
"Western Asia","2013","adult_blood_pressure","gender","Male","H",,,"",0.250499417666667,"0.243856170264046",4.508989518,248276.353,"18",0,
"Western Asia","2013","adult_blood_pressure","gender","Female","H",,,"",0.215542895166667,"0.228461767734485",3.879772113,248276.353,"18",0,
"Western Asia","2014","adult_blood_pressure","gender","Female","H",,,"",0.211824775888889,"0.224375447425825",3.812845966,253233.89,"18",0,
"Western Asia","2014","adult_blood_pressure","gender","Male","H",,,"",0.247897354888889,"0.241302304156952",4.462152388,253233.89,"18",0,
"Western Asia","2015","adult_blood_pressure","gender","Female","H",,,"",0.2081976665,"0.220374121772493",3.747557997,258123.914,"18",0,
"Western Asia","2015","adult_blood_pressure","gender","Male","H",,,"",0.245357879,"0.238781725063232",4.416441822,258123.914,"18",0,
"South America","1999","adult_blood_pressure","gender","Female","H",,,"",0.23035364325,"0.248898754769352",2.764243719,344203.469,"12",0,
"South America","1999","adult_blood_pressure","gender","Male","H",,,"",0.278031241083333,"0.295823385587924",3.336374893,344203.469,"12",0,
"South America","2000","adult_blood_pressure","gender","Male","H",,,"",0.2753185245,"0.292746469437389",3.303822294,349232.714,"12",0,
"South America","2000","adult_blood_pressure","gender","Female","H",,,"",0.22655505875,"0.244445676692695",2.718660705,349232.714,"12",0,
"South America","2001","adult_blood_pressure","gender","Male","H",,,"",0.27249467325,"0.289591173094062",3.269936079,354178.756,"12",0,
"South America","2001","adult_blood_pressure","gender","Female","H",,,"",0.222700331916667,"0.239902793551016",2.672403983,354178.756,"12",0,
"South America","2002","adult_blood_pressure","gender","Female","H",,,"",0.21882553475,"0.235269970575661",2.625906417,359043.401,"12",0,
"South America","2002","adult_blood_pressure","gender","Male","H",,,"",0.269563087666667,"0.286339281716647",3.234757052,359043.401,"12",0,
"South America","2003","adult_blood_pressure","gender","Female","H",,,"",0.214963955416667,"0.230617276016817",2.579567465,363823.279,"12",0,
"South America","2003","adult_blood_pressure","gender","Male","H",,,"",0.266526878833333,"0.282977889341364",3.198322546,363823.279,"12",0,
"South America","2004","adult_blood_pressure","gender","Male","H",,,"",0.263435546,"0.279606677777897",3.161226552,368516.02,"12",0,
"South America","2004","adult_blood_pressure","gender","Female","H",,,"",0.211117643,"0.225972405811037",2.533411716,368516.02,"12",0,
"South America","2005","adult_blood_pressure","gender","Female","H",,,"",0.207320784,"0.221369269300667",2.487849408,373121.758,"12",0,
"South America","2005","adult_blood_pressure","gender","Male","H",,,"",0.26032427475,"0.276226234414842",3.123891297,373121.758,"12",0,
"South America","2006","adult_blood_pressure","gender","Male","H",,,"",0.257236082166667,"0.272855624075422",3.086832986,377634.489,"12",0,
"South America","2006","adult_blood_pressure","gender","Female","H",,,"",0.2036108045,"0.216825167711932",2.443329654,377634.489,"12",0,
"South America","2007","adult_blood_pressure","gender","Male","H",,,"",0.25424401575,"0.269546016312461",3.050928189,382058.18,"12",0,
"South America","2007","adult_blood_pressure","gender","Female","H",,,"",0.199976267083333,"0.212328341010619",2.399715205,382058.18,"12",0,
"South America","2008","adult_blood_pressure","gender","Male","H",,,"",0.251363217166667,"0.266308961271798",3.016358606,386415.405,"12",0,
"South America","2008","adult_blood_pressure","gender","Female","H",,,"",0.196455076916667,"0.207913522438685",2.357460923,386415.405,"12",0,
"South America","2009","adult_blood_pressure","gender","Female","H",,,"",0.193039947166667,"0.20358962475053",2.316479366,390736.783,"12",0,
"South America","2009","adult_blood_pressure","gender","Male","H",,,"",0.24857314375,"0.263156086892351",2.982877725,390736.783,"12",0,
"South America","2010","adult_blood_pressure","gender","Male","H",,,"",0.245890808166667,"0.260083469118268",2.950689698,395043.171,"12",0,
"South America","2010","adult_blood_pressure","gender","Female","H",,,"",0.189737629,"0.199363456130644",2.276851548,395043.171,"12",0,
"South America","2011","adult_blood_pressure","gender","Male","H",,,"",0.243329097083333,"0.257072727521609",2.919949165,399342.644,"12",0,
"South America","2011","adult_blood_pressure","gender","Female","H",,,"",0.186554828916667,"0.195234826009951",2.238657947,399342.644,"12",0,
"South America","2012","adult_blood_pressure","gender","Male","H",,,"",0.2407283865,"0.254031541323121",2.888740638,403625.823,"12",0,
"South America","2012","adult_blood_pressure","gender","Female","H",,,"",0.183427554916667,"0.191195138519575",2.201130659,403625.823,"12",0,
"South America","2013","adult_blood_pressure","gender","Female","H",,,"",0.18038411275,"0.187226841529269",2.164609353,407874.261,"12",0,
"South America","2013","adult_blood_pressure","gender","Male","H",,,"",0.23820059375,"0.251043255338958",2.858407125,407874.261,"12",0,
"South America","2014","adult_blood_pressure","gender","Male","H",,,"",0.2357489355,"0.248096824600071",2.828987226,412060.811,"12",0,
"South America","2014","adult_blood_pressure","gender","Female","H",,,"",0.17741640675,"0.183323275425605",2.128996881,412060.811,"12",0,
"South America","2015","adult_blood_pressure","gender","Male","H",,,"",0.233348454583333,"0.245199990437991",2.800181455,416164.522,"12",0,
"South America","2015","adult_blood_pressure","gender","Female","H",,,"",0.174532995416667,"0.179511231663038",2.094395945,416164.522,"12",0,
"Caribbean","1999","adult_blood_pressure","gender","Male","H",,,"",0.277196723615385,"0.271512053501225",3.603557407,32966.717,"13",0,
"Caribbean","1999","adult_blood_pressure","gender","Female","H",,,"",0.231800713538462,"0.241194877733519",3.013409276,32966.717,"13",0,
"Caribbean","2000","adult_blood_pressure","gender","Male","H",,,"",0.275946785076923,"0.269235784979498",3.587308206,33320.243,"13",0,
"Caribbean","2000","adult_blood_pressure","gender","Female","H",,,"",0.230209906384615,"0.238831794771745",2.992728783,33320.243,"13",0,
"Caribbean","2001","adult_blood_pressure","gender","Female","H",,,"",0.228555261307692,"0.23640696866631",2.971218397,33668.464,"13",0,
"Caribbean","2001","adult_blood_pressure","gender","Male","H",,,"",0.274660364076923,"0.266957038739425",3.570584733,33668.464,"13",0,
"Caribbean","2002","adult_blood_pressure","gender","Female","H",,,"",0.226902699461538,"0.23395636503501",2.949735093,34011.674,"13",0,
"Caribbean","2002","adult_blood_pressure","gender","Male","H",,,"",0.273455149230769,"0.264769023686497",3.55491694,34011.674,"13",0,
"Caribbean","2003","adult_blood_pressure","gender","Female","H",,,"",0.225233188538462,"0.231409897657629",2.928031451,34350.154,"13",0,
"Caribbean","2003","adult_blood_pressure","gender","Male","H",,,"",0.272231544615385,"0.262419709731879",3.53901008,34350.154,"13",0,
"Caribbean","2004","adult_blood_pressure","gender","Female","H",,,"",0.223551714461538,"0.228792288176007",2.906172288,34684.119,"13",0,
"Caribbean","2004","adult_blood_pressure","gender","Male","H",,,"",0.271023570384615,"0.260027537192052",3.523306415,34684.119,"13",0,
"Caribbean","2005","adult_blood_pressure","gender","Female","H",,,"",0.221860941692308,"0.226143321991701",2.884192242,35013.986,"13",0,
"Caribbean","2005","adult_blood_pressure","gender","Male","H",,,"",0.269784196230769,"0.257643523591678",3.507194551,35013.986,"13",0,
"Caribbean","2006","adult_blood_pressure","gender","Female","H",,,"",0.220212985923077,"0.223497812035745",2.862768817,35339.211,"13",0,
"Caribbean","2006","adult_blood_pressure","gender","Male","H",,,"",0.268542309692308,"0.255278402412072",3.491050026,35339.211,"13",0,
"Caribbean","2007","adult_blood_pressure","gender","Male","H",,,"",0.267334991307692,"0.252937416815528",3.475354887,35660.169,"13",0,
"Caribbean","2007","adult_blood_pressure","gender","Female","H",,,"",0.218595398846154,"0.220845129929095",2.841740185,35660.169,"13",0,
"Caribbean","2008","adult_blood_pressure","gender","Female","H",,,"",0.217064310692308,"0.218251054066011",2.821836039,35978.991,"13",0,
"Caribbean","2008","adult_blood_pressure","gender","Male","H",,,"",0.266181536692308,"0.250734826037635",3.460359977,35978.991,"13",0,
"Caribbean","2009","adult_blood_pressure","gender","Female","H",,,"",0.215613070769231,"0.215663367467908",2.80296992,36298.523,"13",0,
"Caribbean","2009","adult_blood_pressure","gender","Male","H",,,"",0.265059773923077,"0.248657287820389",3.445777061,36298.523,"13",0,
"Caribbean","2010","adult_blood_pressure","gender","Male","H",,,"",0.264030808769231,"0.246679594540287",3.432400514,36620.482,"13",0,
"Caribbean","2010","adult_blood_pressure","gender","Female","H",,,"",0.214290792461538,"0.213107803937466",2.785780302,36620.482,"13",0,
"Caribbean","2011","adult_blood_pressure","gender","Male","H",,,"",0.263013913076923,"0.24469248527162",3.41918087,36945.941,"13",0,
"Caribbean","2011","adult_blood_pressure","gender","Female","H",,,"",0.213035687538462,"0.210518022189223",2.769463938,36945.941,"13",0,
"Caribbean","2012","adult_blood_pressure","gender","Male","H",,,"",0.261965982076923,"0.242521997031452",3.405557767,37273.566,"13",0,
"Caribbean","2012","adult_blood_pressure","gender","Female","H",,,"",0.211738248153846,"0.207831833060536",2.752597226,37273.566,"13",0,
"Caribbean","2013","adult_blood_pressure","gender","Male","H",,,"",0.260958393769231,"0.240351860389833",3.392459119,37599.325,"13",0,
"Caribbean","2013","adult_blood_pressure","gender","Female","H",,,"",0.210487285,"0.205131809357506",2.736334705,37599.325,"13",0,
"Caribbean","2014","adult_blood_pressure","gender","Male","H",,,"",0.260003756769231,"0.238177942294245",3.380048838,37917.741,"13",0,
"Caribbean","2014","adult_blood_pressure","gender","Female","H",,,"",0.209282028769231,"0.202412016094952",2.720666374,37917.741,"13",0,
"Caribbean","2015","adult_blood_pressure","gender","Male","H",,,"",0.259090606153846,"0.235997580174752",3.36817788,38224.825,"13",0,
"Caribbean","2015","adult_blood_pressure","gender","Female","H",,,"",0.208127076307692,"0.199681071088387",2.705651992,38224.825,"13",0,
"Australia and New Zealand","1999","adult_blood_pressure","gender","Male","H",,,"",0.276010544,"0.275526575657289",0.552021088,22682.243,"2",0,
"Australia and New Zealand","1999","adult_blood_pressure","gender","Female","H",,,"",0.1936089085,"0.190427257235403",0.387217817,22682.243,"2",0,
"Australia and New Zealand","2000","adult_blood_pressure","gender","Female","H",,,"",0.1886090855,"0.185826894487681",0.377218171,22924.836,"2",0,
"Australia and New Zealand","2000","adult_blood_pressure","gender","Male","H",,,"",0.269041782,"0.269142743523307",0.538083564,22924.836,"2",0,
"Australia and New Zealand","2001","adult_blood_pressure","gender","Female","H",,,"",0.183690569,"0.18122270851158",0.367381138,23176.466,"2",0,
"Australia and New Zealand","2001","adult_blood_pressure","gender","Male","H",,,"",0.262199748,"0.262717580556154",0.524399496,23176.466,"2",0,
"Australia and New Zealand","2002","adult_blood_pressure","gender","Male","H",,,"",0.255537326,"0.256308646025264",0.511074652,23438.397,"2",0,
"Australia and New Zealand","2002","adult_blood_pressure","gender","Female","H",,,"",0.1788515725,"0.176629687050521",0.357703145,23438.397,"2",0,
"Australia and New Zealand","2003","adult_blood_pressure","gender","Female","H",,,"",0.174168909,"0.17210129909249",0.348337818,23719.041,"2",0,
"Australia and New Zealand","2003","adult_blood_pressure","gender","Male","H",,,"",0.249124317,"0.249978841262754",0.498248634,23719.041,"2",0,
"Australia and New Zealand","2004","adult_blood_pressure","gender","Female","H",,,"",0.169585366,"0.167588037862179",0.339170732,24028.867,"2",0,
"Australia and New Zealand","2004","adult_blood_pressure","gender","Male","H",,,"",0.242935754,"0.24369563877941",0.485871508,24028.867,"2",0,
"Australia and New Zealand","2005","adult_blood_pressure","gender","Male","H",,,"",0.237036235,"0.237601862998043",0.47407247,24374.258,"2",0,
"Australia and New Zealand","2005","adult_blood_pressure","gender","Female","H",,,"",0.165160046,"0.163178229871605",0.330320092,24374.258,"2",0,
"Australia and New Zealand","2006","adult_blood_pressure","gender","Male","H",,,"",0.2313276825,"0.231604151647458",0.462655365,24759.523,"2",0,
"Australia and New Zealand","2006","adult_blood_pressure","gender","Female","H",,,"",0.160850134,"0.158822718074652",0.321700268,24759.523,"2",0,
"Australia and New Zealand","2007","adult_blood_pressure","gender","Male","H",,,"",0.2258539675,"0.225757801368252",0.451707935,25179.815,"2",0,
"Australia and New Zealand","2007","adult_blood_pressure","gender","Female","H",,,"",0.156669447,"0.154569685322173",0.313338894,25179.815,"2",0,
"Australia and New Zealand","2008","adult_blood_pressure","gender","Female","H",,,"",0.152637354,"0.150430846362126",0.305274708,25620.818,"2",0,
"Australia and New Zealand","2008","adult_blood_pressure","gender","Male","H",,,"",0.2206040945,"0.220015078141717",0.441208189,25620.818,"2",0,
"Australia and New Zealand","2009","adult_blood_pressure","gender","Female","H",,,"",0.148756162,"0.146424904844813",0.297512324,26062.522,"2",0,
"Australia and New Zealand","2009","adult_blood_pressure","gender","Male","H",,,"",0.2154324115,"0.214303555862965",0.430864823,26062.522,"2",0,
"Australia and New Zealand","2010","adult_blood_pressure","gender","Female","H",,,"",0.144967648,"0.142509454611746",0.289935296,26490.126,"2",0,
"Australia and New Zealand","2010","adult_blood_pressure","gender","Male","H",,,"",0.2102209595,"0.20859599541998",0.420441919,26490.126,"2",0,
"Australia and New Zealand","2011","adult_blood_pressure","gender","Female","H",,,"",0.141433238,"0.138777872880167",0.282866476,26898.164,"2",0,
"Australia and New Zealand","2011","adult_blood_pressure","gender","Male","H",,,"",0.205311148,"0.203069599920131",0.410622296,26898.164,"2",0,
"Australia and New Zealand","2012","adult_blood_pressure","gender","Male","H",,,"",0.2004718255,"0.197700978891888",0.400943651,27289.592,"2",0,
"Australia and New Zealand","2012","adult_blood_pressure","gender","Female","H",,,"",0.1379428825,"0.135130708606695",0.275885765,27289.592,"2",0,
"Australia and New Zealand","2013","adult_blood_pressure","gender","Male","H",,,"",0.195726428,"0.192425345172897",0.391452856,27668.256,"2",0,
"Australia and New Zealand","2013","adult_blood_pressure","gender","Female","H",,,"",0.1345454995,"0.131573818505989",0.269090999,27668.256,"2",0,
"Australia and New Zealand","2014","adult_blood_pressure","gender","Male","H",,,"",0.191117865,"0.187287489738986",0.38223573,28041.368,"2",0,
"Australia and New Zealand","2014","adult_blood_pressure","gender","Female","H",,,"",0.1312515575,"0.128119901750479",0.262503115,28041.368,"2",0,
"Australia and New Zealand","2015","adult_blood_pressure","gender","Female","H",,,"",0.128064998,"0.124775761006997",0.256129996,28414.088,"2",0,
"Australia and New Zealand","2015","adult_blood_pressure","gender","Male","H",,,"",0.186648221,"0.182300634166791",0.373296442,28414.088,"2",0,
"Western Europe","1999","adult_blood_pressure","gender","Male","H",,,"",0.334323476,"0.349019870097815",2.340264332,182509.241,"7",0,
"Western Europe","1999","adult_blood_pressure","gender","Female","H",,,"",0.222335082571429,"0.236394803671215",1.556345578,182509.241,"7",0,
"Western Europe","2000","adult_blood_pressure","gender","Female","H",,,"",0.217252107571429,"0.23071575028998",1.520764753,182976.808,"7",0,
"Western Europe","2000","adult_blood_pressure","gender","Male","H",,,"",0.328452849571429,"0.343057983402235",2.299169947,182976.808,"7",0,
"Western Europe","2001","adult_blood_pressure","gender","Female","H",,,"",0.212224323142857,"0.225069742835217",1.485570262,183524.864,"7",0,
"Western Europe","2001","adult_blood_pressure","gender","Male","H",,,"",0.322680810571429,"0.337119565614688",2.258765674,183524.864,"7",0,
